,index,precinct,biden,trump,jorgensen,blankenship,hawkins,delafuente,total
905,906,City of Inkster District 3 Precinct 1,0,0,0,0,0,0,0
906,907,City of Inkster District 3 Precinct 2,0,0,0,0,0,0,0
907,908,City of Inkster District 4 Precinct 1,0,0,0,0,0,0,0
908,909,City of Inkster District 4 Precinct 2,0,0,0,0,0,0,0
909,910,City of Inkster District 5 Precinct 1,0,0,0,0,0,0,0
910,911,City of Inkster District 6 Precinct 1,0,0,0,0,0,0,0
911,912,City of Inkster District 6 Precinct 2,0,0,0,0,0,0,0
912,913,City of Lincoln Park Precinct 2,0,0,0,0,0,0,0
913,914,City of Lincoln Park Precinct 4,0,0,0,0,0,0,0
914,915,City of Lincoln Park Precinct 6,0,0,0,0,0,0,0
915,916,City of Lincoln Park Precinct 8,0,0,0,0,0,0,0
916,917,City of Lincoln Park Precinct 10,0,0,0,0,0,0,0
917,918,City of Lincoln Park Precinct 12,0,0,0,0,0,0,0
918,919,City of Lincoln Park Precinct 14,0,0,0,0,0,0,0
919,920,City of Lincoln Park Precinct 16,0,0,0,0,0,0,0
920,921,City of Lincoln Park Precinct 18,0,0,0,0,0,0,0
921,922,City of Lincoln Park Precinct 20,0,0,0,0,0,0,0
922,923,City of Lincoln Park Precinct 22,0,0,0,0,0,0,0
923,924,City of Lincoln Park Precinct 24,0,0,0,0,0,0,0
924,925,City of Livonia Precinct 1A,0,0,0,0,0,0,0
925,926,City of Livonia Precinct 1B,0,0,0,0,0,0,0
926,927,City of Livonia Precinct 2A,0,0,0,0,0,0,0
927,928,City of Livonia Precinct 3A,0,0,0,0,0,0,0
928,929,City of Livonia Precinct 3B,0,0,0,0,0,0,0
929,930,City of Livonia Precinct 4A,0,0,0,0,0,0,0
930,931,City of Livonia Precinct 7A,0,0,0,0,0,0,0
931,932,City of Livonia Precinct 8A,0,0,0,0,0,0,0
932,933,City of Livonia Precinct 8B,0,0,0,0,0,0,0
933,934,City of Livonia Precinct 9A,0,0,0,0,0,0,0
934,935,City of Livonia Precinct 10A,0,0,0,0,0,0,0
935,936,City of Livonia Precinct 11A,0,0,0,0,0,0,0
936,937,City of Livonia Precinct 12A,0,0,0,0,0,0,0
937,938,City of Livonia Precinct 13A,0,0,0,0,0,0,0
938,939,City of Livonia Precinct 14A,0,0,0,0,0,0,0
939,940,City of Livonia Precinct 15A,0,0,0,0,0,0,0
940,941,City of Livonia Precinct 16A,0,0,0,0,0,0,0
941,942,City of Livonia Precinct 16B,0,0,0,0,0,0,0
942,943,City of Livonia Precinct 17A,0,0,0,0,0,0,0
943,944,City of Livonia Precinct 17B,0,0,0,0,0,0,0
944,945,City of Livonia Precinct 18A,0,0,0,0,0,0,0
945,946,City of Livonia Precinct 19A,0,0,0,0,0,0,0
946,947,City of Livonia Precinct 19B,0,0,0,0,0,0,0
947,948,City of Livonia Precinct 20A,0,0,0,0,0,0,0
948,949,City of Livonia Precinct 21A,0,0,0,0,0,0,0
949,950,City of Livonia Precinct 22A,0,0,0,0,0,0,0
950,951,City of Livonia Precinct 22B,0,0,0,0,0,0,0
951,952,City of Livonia Precinct 23A,0,0,0,0,0,0,0
952,953,City of Livonia Precinct 23B,0,0,0,0,0,0,0
953,954,City of Livonia Precinct 24A,0,0,0,0,0,0,0
954,955,City of Livonia Precinct 24B,0,0,0,0,0,0,0
955,956,City of Livonia Precinct 25A,0,0,0,0,0,0,0
956,957,City of Livonia Precinct 31A,0,0,0,0,0,0,0
957,958,City of Livonia Precinct 31B,0,0,0,0,0,0,0
958,959,City of Livonia Precinct 32A,0,0,0,0,0,0,0
959,960,City of Livonia Precinct 33A,0,0,0,0,0,0,0
960,961,City of Livonia Precinct 34A,0,0,0,0,0,0,0
961,962,City of Livonia Precinct 34B,0,0,0,0,0,0,0
962,963,City of Livonia Precinct 34C,0,0,0,0,0,0,0
963,964,City of Livonia Precinct 35A,0,0,0,0,0,0,0
964,965,City of Livonia Precinct 35B,0,0,0,0,0,0,0
965,966,City of Livonia Precinct 35C,0,0,0,0,0,0,0
966,967,City of Livonia Precinct 36A,0,0,0,0,0,0,0
967,968,City of Livonia Precinct 36B,0,0,0,0,0,0,0
968,969,City of Melvindale Precinct 1,0,0,0,0,0,0,0
969,970,City of Melvindale Precinct 2,0,0,0,0,0,0,0
970,971,City of Melvindale Precinct 3,0,0,0,0,0,0,0
971,972,City of Melvindale Precinct 4,0,0,0,0,0,0,0
972,973,City of Melvindale Precinct 5,0,0,0,0,0,0,0
973,974,City of Northville Precinct 1,0,0,0,0,0,0,0
974,975,City of Plymouth Precinct 1,0,0,0,0,0,0,0
975,976,City of Plymouth Precinct 2,0,0,0,0,0,0,0
976,977,City of Plymouth Precinct 3,0,0,0,0,0,0,0
977,978,City of Plymouth Precinct 4,0,0,0,0,0,0,0
978,979,City of River Rouge Precinct 1,0,0,0,0,0,0,0
979,980,City of River Rouge Precinct 2,0,0,0,0,0,0,0
980,981,City of River Rouge Precinct 3,0,0,0,0,0,0,0
981,982,City of River Rouge Precinct 4,0,0,0,0,0,0,0
982,983,City of River Rouge Precinct 5,0,0,0,0,0,0,0
983,984,City of Riverview Precinct 1,0,0,0,0,0,0,0
984,985,City of Riverview Precinct 2,0,0,0,0,0,0,0
985,986,City of Riverview Precinct 3,0,0,0,0,0,0,0
986,987,City of Riverview Precinct 4,0,0,0,0,0,0,0
987,988,City of Rockwood Precinct 1,0,0,0,0,0,0,0
988,989,City of Rockwood Precinct 2,0,0,0,0,0,0,0
989,990,City of Romulus Precinct 1,0,0,0,0,0,0,0
990,991,City of Romulus Precinct 2,0,0,0,0,0,0,0
991,992,City of Romulus Precinct 3,0,0,0,0,0,0,0
992,993,City of Romulus Precinct 4,0,0,0,0,0,0,0
993,994,City of Romulus Precinct 5,0,0,0,0,0,0,0
994,995,City of Romulus Precinct 6,0,0,0,0,0,0,0
995,996,City of Romulus Precinct 7,0,0,0,0,0,0,0
996,997,City of Romulus Precinct 8,0,0,0,0,0,0,0
997,998,City of Romulus Precinct 9,0,0,0,0,0,0,0
998,999,City of Romulus Precinct 10,0,0,0,0,0,0,0
999,1000,City of Romulus Precinct 11,0,0,0,0,0,0,0
1000,1001,City of Romulus Precinct 12,0,0,0,0,0,0,0
1001,1002,City of Southgate Precinct 1,0,0,0,0,0,0,0
1002,1003,City of Southgate Precinct 2,0,0,0,0,0,0,0
1003,1004,City of Southgate Precinct 3,0,0,0,0,0,0,0
1004,1005,City of Southgate Precinct 4,0,0,0,0,0,0,0
1005,1006,City of Southgate Precinct 5,0,0,0,0,0,0,0
1006,1007,City of Southgate Precinct 6,0,0,0,0,0,0,0
1007,1008,City of Southgate Precinct 7,0,0,0,0,0,0,0
1008,1009,City of Southgate Precinct 8,0,0,0,0,0,0,0
1009,1010,City of Southgate Precinct 9,0,0,0,0,0,0,0
1010,1011,City of Southgate Precinct 10,0,0,0,0,0,0,0
1011,1012,City of Southgate Precinct 11,0,0,0,0,0,0,0
1012,1013,City of Taylor Precinct 1,0,0,0,0,0,0,0
1013,1014,City of Taylor Precinct 2,0,0,0,0,0,0,0
1014,1015,City of Taylor Precinct 3,0,0,0,0,0,0,0
1015,1016,City of Taylor Precinct 4,0,0,0,0,0,0,0
1016,1017,City of Taylor Precinct 5,0,0,0,0,0,0,0
1017,1018,City of Taylor Precinct 6,0,0,0,0,0,0,0
1018,1019,City of Taylor Precinct 7,0,0,0,0,0,0,0
1019,1020,City of Taylor Precinct 8,0,0,0,0,0,0,0
1020,1021,City of Taylor Precinct 9,0,0,0,0,0,0,0
1021,1022,City of Taylor Precinct 10,0,0,0,0,0,0,0
1022,1023,City of Taylor Precinct 11,0,0,0,0,0,0,0
1023,1024,City of Taylor Precinct 12,0,0,0,0,0,0,0
1024,1025,City of Taylor Precinct 13,0,0,0,0,0,0,0
1025,1026,City of Taylor Precinct 14,0,0,0,0,0,0,0
1026,1027,City of Taylor Precinct 15,0,0,0,0,0,0,0
1027,1028,City of Taylor Precinct 16,0,0,0,0,0,0,0
1028,1029,City of Taylor Precinct 17,0,0,0,0,0,0,0
1029,1030,City of Taylor Precinct 18,0,0,0,0,0,0,0
1030,1031,City of Taylor Precinct 19,0,0,0,0,0,0,0
1031,1032,City of Taylor Precinct 20,0,0,0,0,0,0,0
1032,1033,City of Taylor Precinct 21,0,0,0,0,0,0,0
1033,1034,City of Taylor Precinct 22,0,0,0,0,0,0,0
1034,1035,City of Taylor Precinct 23,0,0,0,0,0,0,0
1035,1036,City of Trenton Precinct 1,0,0,0,0,0,0,0
1036,1037,City of Trenton Precinct 2,0,0,0,0,0,0,0
1037,1038,City of Trenton Precinct 3,0,0,0,0,0,0,0
1038,1039,City of Trenton Precinct 4,0,0,0,0,0,0,0
1039,1040,City of Trenton Precinct 5,0,0,0,0,0,0,0
1040,1041,City of Trenton Precinct 6,0,0,0,0,0,0,0
1041,1042,City of Trenton Precinct 7,0,0,0,0,0,0,0
1042,1043,City of Wayne Ward 1 Precinct 1,0,0,0,0,0,0,0
1043,1044,City of Wayne Ward 2 Precinct 2,0,0,0,0,0,0,0
1044,1045,City of Wayne Ward 3 Precinct 3,0,0,0,0,0,0,0
1045,1046,City of Wayne Ward 4 Precinct 4,0,0,0,0,0,0,0
1046,1047,City of Wayne Ward 5 Precinct 5,0,0,0,0,0,0,0
1047,1048,City of Wayne Ward 6 Precinct 6,0,0,0,0,0,0,0
1048,1049,City of Westland Precinct 1,0,0,0,0,0,0,0
1049,1050,City of Westland Precinct 2,0,0,0,0,0,0,0
1050,1051,City of Westland Precinct 3,0,0,0,0,0,0,0
1051,1052,City of Westland Precinct 4,0,0,0,0,0,0,0
1052,1053,City of Westland Precinct 5,0,0,0,0,0,0,0
1053,1054,City of Westland Precinct 6,0,0,0,0,0,0,0
1054,1055,City of Westland Precinct 7,0,0,0,0,0,0,0
1055,1056,City of Westland Precinct 8,0,0,0,0,0,0,0
1056,1057,City of Westland Precinct 9,0,0,0,0,0,0,0
1057,1058,City of Westland Precinct 10,0,0,0,0,0,0,0
1058,1059,City of Westland Precinct 11,0,0,0,0,0,0,0
1059,1060,City of Westland Precinct 12,0,0,0,0,0,0,0
1060,1061,City of Westland Precinct 13,0,0,0,0,0,0,0
1061,1062,City of Westland Precinct 14,0,0,0,0,0,0,0
1062,1063,City of Westland Precinct 15,0,0,0,0,0,0,0
1063,1064,City of Westland Precinct 16,0,0,0,0,0,0,0
1064,1065,City of Westland Precinct 17,0,0,0,0,0,0,0
1065,1066,City of Westland Precinct 18,0,0,0,0,0,0,0
1066,1067,City of Westland Precinct 19,0,0,0,0,0,0,0
1067,1068,City of Westland Precinct 20,0,0,0,0,0,0,0
1068,1069,City of Westland Precinct 21,0,0,0,0,0,0,0
1069,1070,City of Westland Precinct 22,0,0,0,0,0,0,0
1070,1071,City of Westland Precinct 23,0,0,0,0,0,0,0
1071,1072,City of Westland Precinct 24,0,0,0,0,0,0,0
1072,1073,City of Westland Precinct 25,0,0,0,0,0,0,0
1073,1074,City of Westland Precinct 27,0,0,0,0,0,0,0
1074,1075,City of Westland Precinct 28,0,0,0,0,0,0,0
1075,1076,City of Westland Precinct 29,0,0,0,0,0,0,0
1076,1077,City of Westland Precinct 30,0,0,0,0,0,0,0
1077,1078,City of Westland Precinct 32,0,0,0,0,0,0,0
1078,1079,City of Westland Precinct 33,0,0,0,0,0,0,0
1079,1080,City of Westland Precinct 34,0,0,0,0,0,0,0
1080,1081,City of Westland Precinct 35,0,0,0,0,0,0,0
1081,1082,City of Westland Precinct 36,0,0,0,0,0,0,0
1082,1083,City of Westland Precinct 37,0,0,0,0,0,0,0
1083,1084,City of Westland Precinct 38,0,0,0,0,0,0,0
1084,1085,City of Westland Precinct 39,0,0,0,0,0,0,0
1085,1086,City of Westland Precinct 40,0,0,0,0,0,0,0
1086,1087,City of Westland Precinct 41,0,0,0,0,0,0,0
1087,1088,City of Woodhaven Precinct 1,0,0,0,0,0,0,0
1088,1089,City of Woodhaven Precinct 2,0,0,0,0,0,0,0
1089,1090,City of Woodhaven Precinct 3,0,0,0,0,0,0,0
1090,1091,City of Woodhaven Precinct 4,0,0,0,0,0,0,0
1091,1092,City of Woodhaven Precinct 5,0,0,0,0,0,0,0
1092,1093,City of Woodhaven Precinct 6,0,0,0,0,0,0,0
1093,1094,City of Wyandotte Precinct 1,0,0,0,0,0,0,0
1094,1095,City of Wyandotte Precinct 2,0,0,0,0,0,0,0
1095,1096,City of Wyandotte Precinct 3,0,0,0,0,0,0,0
1096,1097,City of Wyandotte Precinct 4,0,0,0,0,0,0,0
1097,1098,City of Wyandotte Precinct 5,0,0,0,0,0,0,0
1098,1099,City of Wyandotte Precinct 6,0,0,0,0,0,0,0
1099,1100,City of Wyandotte Precinct 7,0,0,0,0,0,0,0
1100,1101,City of Wyandotte Precinct 8,0,0,0,0,0,0,0
1101,1102,City of Wyandotte Precinct 9,0,0,0,0,0,0,0
1102,1103,City of Wyandotte Precinct 10,0,0,0,0,0,0,0
1103,1104,Township of Grosse Ile Precinct 1,0,0,0,0,0,0,0
1104,1105,Township of Grosse Ile Precinct 2,0,0,0,0,0,0,0
1105,1106,Township of Grosse Ile Precinct 3,0,0,0,0,0,0,0
1106,1107,Township of Grosse Ile Precinct 4,0,0,0,0,0,0,0
1107,1108,Township of Sumpter Precinct 1,0,0,0,0,0,0,0
1108,1109,Township of Sumpter Precinct 2,0,0,0,0,0,0,0
1109,1110,Township of Sumpter Precinct 3,0,0,0,0,0,0,0
1110,1111,Township of Sumpter Precinct 4,0,0,0,0,0,0,0
1111,1112,Township of Sumpter Precinct 5,0,0,0,0,0,0,0
1112,1113,Township of Sumpter Precinct 6,0,0,0,0,0,0,0
1113,1114,Village of Grosse Pointe Shores A Michigan City Precinct 1,0,0,0,0,0,0,0
1114,1115,Village of Grosse Pointe Shores A Michigan City Precinct 2,0,0,0,0,0,0,0
1115,1116,Village of Grosse Pointe Shores A Michigan City Precinct 3 MACOMB,0,0,0,0,0,0,0
